Date,Longitude,Latitude,Individual_ID,Day_of_Month,Day_of_Year,SST_Temperature,SST_Thermal_Front,CHL_Concentration,CHL_Gradient,SST_File_Used,SST_Data_Quality,CHL_File_Used,CHL_Data_Quality,Week_of_Year,Month,Days_from_Start,Cumulative_Distance_km,Daily_Movement_km,SST_Preference,Thermal_Front_Category,Productivity_Class,SST_3Day_Mean,SST_3Day_Std,CHL_3Day_Mean,Front_3Day_Mean,SST_Deviation_from_Mean,CHL_Deviation_from_Mean,Ocean_Front_Index
2014-07-23,-93.14930465,27.20665245,128778,23,204,29.764999389648438,0.3433023691177368,0.5312896630588885,,AQUA_MODIS.20140723.L3m.DAY.SST.sst.4km.nc,0.179739315414952,,0.0,30,7,13,315.11260466333647,18.542978125075905,Moderate_Water,High_Front,Eutrophic,29.73602549235026,0.1459716342773846,0.563057603393917,0.23484020431836447,-0.3489265441894531,-0.01635035749821756,
2014-07-24,-92.88518611,27.19853351,128778,24,205,29.577739715576172,0.17008134722709656,0.5889014692674926,,AQUA_MODIS.20140724.L3m.DAY.SST.sst.4km.nc,0.18118162722908093,,0.0,30,7,14,341.24853961258566,26.135934949249194,Cool_Water,Low_Front,Eutrophic,29.6552308400472,0.09771346126912749,0.5505024493642611,0.26676295200983685,-0.5361862182617188,0.04126144871038662,
2014-07-25,-92.71238545,27.19338321,128778,25,206,29.622953414916992,0.2869051396846771,0.531316215766402,,AQUA_MODIS.20140725.L3m.DAY.SST.sst.4km.nc,0.17997553905178326,,0.0,30,7,15,358.348491603197,17.099951990611302,Moderate_Water,High_Front,Eutrophic,29.755950291951496,0.27046003206647373,0.5606498387304069,0.2011681149403254,-0.49097251892089844,-0.016323804790704055,
2014-07-26,-92.64949754,27.14399824,128778,26,207,30.067157745361328,0.14651785790920258,0.5617318311573258,,AQUA_MODIS.20140726.L3m.DAY.SST.sst.4km.nc,0.1802225597993827,,0.0,30,7,16,366.64663748548116,8.298145882284208,Moderate_Water,Low_Front,Eutrophic,29.998859405517578,0.34683745746312283,0.5121720202069929,0.2424256553252538,-0.0467681884765625,0.0140918106002198,
2014-07-27,-92.48973475,27.18257351,128778,27,208,30.306467056274414,0.2938539683818817,0.44346801369725075,,AQUA_MODIS.20140727.L3m.DAY.SST.sst.4km.nc,0.18127789030349795,,0.0,30,7,17,383.0238463272278,16.37720884174661,Moderate_Water,High_Front,Mesotrophic,30.8078556060791,1.0823129052985814,0.532501424617778,0.19362570842107138,0.19254112243652344,-0.10417200685985528,
2014-07-28,-92.35872025,27.08410821,128778,28,209,32.04994201660156,0.14050529897212982,0.5923044289987577,,AQUA_MODIS.20140728.L3m.DAY.SST.sst.4km.nc,0.19123976551783264,,0.0,31,7,18,399.9933884357448,16.969542108517057,Warm_Water,Low_Front,Eutrophic,30.547136306762695,1.3980942621434602,0.5431918171530644,0.26028047502040863,1.9360160827636719,0.04466440844165165,
2014-07-29,-92.17181529,27.20884204,128778,29,210,29.28499984741211,0.34648215770721436,0.5938030087631847,,AQUA_MODIS.20140729.L3m.DAY.SST.sst.4km.nc,0.1921203596536351,,0.0,31,7,19,423.1100458716565,23.11665743591167,Cool_Water,High_Front,Eutrophic,30.516518274943035,1.4069777588023162,0.5857280244250642,0.23290803035100302,-0.8289260864257812,0.04616298820607867,
2014-07-30,-91.94563224,27.33574933,128778,30,211,30.21461296081543,0.21173663437366486,0.5710766355132503,,AQUA_MODIS.20140730.L3m.DAY.SST.sst.4km.nc,0.19288116748113854,,0.0,31,7,20,449.5460682937029,26.436022422046396,Moderate_Water,Moderate_Front,Eutrophic,30.229870478312176,0.9525910356290223,0.5848816884676385,0.24118035038312277,0.10068702697753906,0.02343661495614424,
2014-07-31,-91.60454376,27.58272271,128778,31,212,31.189998626708984,0.16532225906848907,0.5897654211264806,,AQUA_MODIS.20140731.L3m.DAY.SST.sst.4km.nc,0.20031665273491084,,0.0,31,7,21,492.98321184515834,43.437143551455456,Warm_Water,Low_Front,Eutrophic,30.701536178588867,0.48769465470743273,0.566487534397973,0.22568636139233908,1.0760726928710938,0.04212540056937453,
2014-08-01,-91.26857513,27.6083851,128778,1,213,30.699996948242188,0.3000001907348633,0.538620546554188,,AQUA_MODIS.20140801.L3m.DAY.SST.sst.4km.nc,0.19935932677469137,,0.0,31,8,22,526.2140863600205,33.23087451486208,Warm_Water,High_Front,Eutrophic,30.558621088663738,0.712661400231064,0.586712254518878,0.23675145208835602,0.5860710144042969,-0.009019474002918026,
2014-08-02,-90.81892118,27.79884221,128778,2,214,29.78586769104004,0.2449319064617157,0.6317507958759652,,AQUA_MODIS.20140802.L3m.DAY.SST.sst.4km.nc,0.19879710005144033,,0.0,31,8,23,575.2866003005329,49.07251394051242,Moderate_Water,Moderate_Front,Eutrophic,29.88695462544759,0.7675079354692383,0.5573556764598534,0.19247745474179587,-0.32805824279785156,0.08411077531885913,
2014-08-03,-90.36416496,27.65429208,128778,3,215,29.174999237060547,0.032500267028808594,0.5016956869494071,,AQUA_MODIS.20140803.L3m.DAY.SST.sst.4km.nc,0.19265670546124827,,0.0,31,8,24,622.8454138477158,47.5588135471829,Cool_Water,Low_Front,Eutrophic,29.396955490112305,0.337928666163736,0.538250626850369,0.1457324574391047,-0.9389266967773438,-0.045944333607698895,
2014-08-04,-89.81121859,27.9073042,128778,4,216,29.229999542236328,0.15976519882678986,0.48130539772573444,,AQUA_MODIS.20140804.L3m.DAY.SST.sst.4km.nc,0.19717557763203017,,0.0,32,8,25,684.0877427373704,61.24232888965455,Cool_Water,Low_Front,Mesotrophic,29.3710994720459,0.2933159077609886,0.48820909740179924,0.17830359439055124,-0.8839263916015625,-0.06633462283137159,
2014-08-05,-89.24298375,28.21139613,128778,5,217,29.70829963684082,0.3426453173160553,0.4816262075302562,,AQUA_MODIS.20140805.L3m.DAY.SST.sst.4km.nc,0.19476669667352536,,0.0,32,8,26,749.2974213578826,65.20967862051229,Moderate_Water,High_Front,Mesotrophic,30.39003054300944,1.6128415720463376,0.48403666078794566,0.2571046104033788,-0.4056262969970703,-0.06601381302684983,
2014-08-06,-88.62632298,28.32431001,128778,6,218,32.23179244995117,0.26890331506729126,0.48917837710784645,,AQUA_MODIS.20140806.L3m.DAY.SST.sst.4km.nc,0.191959903335048,,0.0,32,8,27,810.9808293099061,61.68340795202342,Warm_Water,High_Front,Mesotrophic,30.989269256591797,1.2621856401621805,0.48169631537592966,0.26340097188949585,2.1178665161132812,-0.05846164344925958,
2014-08-07,-88.02532645,28.58660691,128778,7,219,31.0277156829834,0.178654283285141,0.4742843614896863,,AQUA_MODIS.20140807.L3m.DAY.SST.sst.4km.nc,0.20402635781035666,,0.0,32,8,28,876.5757429058721,65.59491359596595,Warm_Water,Moderate_Front,Mesotrophic,31.629754066467285,0.851410846992088,0.48173136929876637,0.22377879917621613,0.9137897491455078,-0.07335565906741975,
2014-07-10,-90.905,28.054,101197,10,191,31.37323760986328,0.21601052582263947,0.43760563861167934,,AQUA_MODIS.20140710.L3m.DAY.SST.sst.4km.nc,0.1829817440414952,,0.0,28,7,0,0.0,0.0,Warm_Water,Moderate_Front,Mesotrophic,30.507007598876953,1.2250342296714603,0.5099922913175937,0.22401804476976395,3.7433128403325,0.03105921926555455,
2014-07-11,-91.07508402,26.8743576,101197,11,192,29.640777587890625,0.23202556371688843,0.5823789440235081,,AQUA_MODIS.20140711.L3m.DAY.SST.sst.4km.nc,0.18422306348593964,,0.0,28,7,1,132.2392508858452,132.2392508858452,Warm_Water,Moderate_Front,Eutrophic,30.284024556477863,0.9484296197009217,0.5721735730365612,0.22196503480275473,2.0108528183598438,0.1758325246773833,
2014-07-12,-91.0643451,26.79974934,101197,12,193,29.838058471679688,0.21785901486873627,0.6965361364744965,,AQUA_MODIS.20140712.L3m.DAY.SST.sst.4km.nc,0.18137884194958848,,0.0,28,7,2,140.60345449926035,8.364203613415151,Warm_Water,Moderate_Front,Eutrophic,29.844759623209637,0.20741381509622664,0.605585230270828,0.23749696711699167,2.2081337021489063,0.28998971712837174,
2014-07-13,-90.97861577,26.8528773,101197,13,194,30.055442810058594,0.26260632276535034,0.5378406103144794,,AQUA_MODIS.20140713.L3m.DAY.SST.sst.4km.nc,0.18898169581618657,,0.0,28,7,3,150.96028863611448,10.356834136854133,Warm_Water,Moderate_Front,Eutrophic,30.150592803955078,0.36941693247301055,0.6301779062504659,0.21052063008149466,2.4255180405278125,0.1312941909683546,
2014-07-14,-90.94176281,26.88455657,101197,14,195,30.558277130126953,0.15109655261039734,0.6561569719624216,,AQUA_MODIS.20140714.L3m.DAY.SST.sst.4km.nc,0.18610891418038408,,0.0,29,7,4,156.03680573633875,5.076517100224273,Warm_Water,Low_Front,Eutrophic,30.075931549072266,0.4724345407193735,0.5915461194348403,0.21874657769997916,2.928352360596172,0.24961055261629683,
2014-07-15,-90.88112498,26.89930782,101197,15,196,29.61407470703125,0.24253685772418976,0.5806407760276197,,AQUA_MODIS.20140715.L3m.DAY.SST.sst.4km.nc,0.18941264253257886,,0.0,29,7,5,162.26997614655227,6.233170410213515,Warm_Water,Moderate_Front,Eutrophic,30.12931760152181,0.4779782090915183,0.5926547860441093,0.21796134610970816,1.9841499375004688,0.17409435668149487,
2014-07-16,-90.88628201,26.83231798,101197,16,197,30.215600967407227,0.26025062799453735,0.5411666101422865,,AQUA_MODIS.20140716.L3m.DAY.SST.sst.4km.nc,0.18675607103052128,,0.0,29,7,6,169.73645052279946,7.466474376247193,Warm_Water,Moderate_Front,Eutrophic,29.450520833333332,0.8586205802176095,0.5515499809651652,0.21253798405329385,2.5856761978764453,0.13462019079616172,
2014-07-17,-91.07128765,26.83554884,101197,17,198,28.521886825561523,0.13482646644115448,0.5328425567255892,,AQUA_MODIS.20140717.L3m.DAY.SST.sst.4km.nc,0.19468934863683127,,0.0,29,7,7,188.096465007756,18.360014484956537,Moderate_Water,Low_Front,Eutrophic,29.074162165323894,0.9886870523945118,0.511897278907201,0.18419906497001648,0.8919620560307422,0.12629613737946443,
2014-07-18,-91.04888747,26.91328598,101197,18,199,28.48499870300293,0.1575201004743576,0.46168266985372736,,AQUA_MODIS.20140718.L3m.DAY.SST.sst.4km.nc,0.19809783307613169,,0.0,29,7,8,197.0214086603099,8.924943652553917,Moderate_Water,Low_Front,Mesotrophic,28.439602533976238,0.11210222305127758,0.5386184667263881,0.17828229069709778,0.8550739334721484,0.05513625050760257,
2014-07-19,-91.07588863,26.95028654,101197,19,200,28.311922073364258,0.24250030517578125,0.6213301735998478,,AQUA_MODIS.20140719.L3m.DAY.SST.sst.4km.nc,0.19210334683641975,,0.0,29,7,9,201.92980572197845,4.908397061668555,Moderate_Water,Moderate_Front,Eutrophic,28.827306111653645,0.7478066886217501,0.5600818896699366,0.16575473546981812,0.6819973038334766,0.21478375425372298,
2014-07-20,-91.08396846,26.96068688,101197,20,201,29.68499755859375,0.09724380075931549,0.5972328255562345,,AQUA_MODIS.20140720.L3m.DAY.SST.sst.4km.nc,0.1792568747856653,,0.0,29,7,10,203.33648215876084,1.4066764367823874,Warm_Water,Low_Front,Eutrophic,29.396196365356445,0.9725827266441518,0.5842761048565741,0.16804006199042001,2.0550727890629688,0.19068640621010968,
2014-07-21,-91.08260718,26.92776782,101197,21,202,30.191669464111328,0.16437608003616333,0.5342653154136401,,AQUA_MODIS.20140721.L3m.DAY.SST.sst.4km.nc,0.18492932313100138,,0.0,30,7,11,206.99940088353796,3.662918724777102,Warm_Water,Low_Front,Eutrophic,29.980555216471355,0.26367996152461726,0.567459854054795,0.14137310286362967,2.561744694580547,0.1277188960675153,
2014-07-22,-91.20615437,26.91584672,101197,22,203,30.064998626708984,0.16249942779541016,0.5708814211945105,,AQUA_MODIS.20140722.L3m.DAY.SST.sst.4km.nc,0.1799010309499314,,0.0,30,7,12,219.31990492908474,12.320504045546791,Warm_Water,Low_Front,Eutrophic,30.037118911743164,0.1702115656814012,0.5553068272474868,0.16374057034651437,2.435073857178203,0.16433500184838568,
2014-07-23,-91.36600233,27.02166937,101197,23,204,29.85468864440918,0.16434620320796967,0.5607737451343098,,AQUA_MODIS.20140723.L3m.DAY.SST.sst.4km.nc,0.179739315414952,,0.0,30,7,13,239.05339633782597,19.73349140874123,Warm_Water,Low_Front,Eutrophic,29.75837008158366,0.36446172778249175,0.5551056770013237,0.17143531640370688,2.2247638748783984,0.154227325788185,
2014-07-24,-91.27662796,27.08486772,101197,24,205,29.355422973632812,0.18746031820774078,0.5336618646751509,,AQUA_MODIS.20140724.L3m.DAY.SST.sst.4km.nc,0.18118162722908093,,0.0,30,7,14,250.35457388595322,11.301177548127244,Warm_Water,Moderate_Front,Eutrophic,29.721222559611004,0.3206254736165955,0.5426128240852374,0.18981255094210306,1.7254982041020313,0.12711544532902608,
2014-07-25,-91.32440741,27.11216347,101197,25,206,29.953556060791016,0.21763113141059875,0.533402862446251,,AQUA_MODIS.20140725.L3m.DAY.SST.sst.4km.nc,0.17997553905178326,,0.0,30,7,15,255.97430502692413,5.619731140970914,Warm_Water,Moderate_Front,Eutrophic,29.935302734375,0.5709719662897628,0.5381111529233333,0.1853411247332891,2.3236312912602344,0.12685644310012623,
2014-07-26,-91.37524854,27.08019033,101197,26,207,30.496929168701172,0.1509319245815277,0.5472687316485981,,AQUA_MODIS.20140726.L3m.DAY.SST.sst.4km.nc,0.1802225597993827,,0.0,30,7,16,262.1361866945037,6.161881667579564,Warm_Water,Low_Front,Eutrophic,30.263569513956707,0.2796791683506062,0.5588772295555758,0.21295603116353354,2.8670043991703906,0.14072231230247334,
2014-07-27,-91.37330921,26.99859445,101197,27,208,30.34022331237793,0.2703050374984741,0.5959600945718784,,AQUA_MODIS.20140727.L3m.DAY.SST.sst.4km.nc,0.18127789030349795,,0.0,30,7,17,271.2112674042213,9.0750807097176,Warm_Water,Moderate_Front,Eutrophic,30.467335383097332,0.11520218444287177,0.5615176041589666,0.18550499280293783,2.7102985428471484,0.18941367522575359,
2014-07-28,-91.39023284,27.06337566,101197,28,209,30.56485366821289,0.13527801632881165,0.5413239862564229,,AQUA_MODIS.20140728.L3m.DAY.SST.sst.4km.nc,0.19123976551783264,,0.0,31,7,18,278.60707424489016,7.395806840668864,Warm_Water,Low_Front,Eutrophic,30.071692148844402,0.6691386303154911,0.5700552313784214,0.16128198305765787,2.9349288986821094,0.13477756691029807,
2014-07-29,-91.37330384,27.09499942,101197,29,210,29.309999465942383,0.07826289534568787,0.572881613306963,,AQUA_MODIS.20140729.L3m.DAY.SST.sst.4km.nc,0.1921203596536351,,0.0,31,7,19,282.50249127259815,3.8954170277080133,Warm_Water,Low_Front,Eutrophic,30.080398559570312,0.6745277897544073,0.546417681143209,0.15947669744491577,1.6800746964116016,0.16633519396083818,
2014-07-30,-91.32414686,27.09892092,101197,30,211,30.366342544555664,0.2648891806602478,0.5250474438662411,,AQUA_MODIS.20140730.L3m.DAY.SST.sst.4km.nc,0.19288116748113854,,0.0,31,7,20,287.38803098786224,4.8855397152641125,Warm_Water,Moderate_Front,Eutrophic,30.1925106048584,0.8097128074123215,0.530177740545213,0.18662960827350616,2.736417775024883,0.11850102452011635,
2014-07-31,-91.35202166,27.05904584,101197,31,212,30.90118980407715,0.21673674881458282,0.4926041644624349,,AQUA_MODIS.20140731.L3m.DAY.SST.sst.4km.nc,0.20031665273491084,,0.0,31,7,21,292.61065755010543,5.222626562243218,Warm_Water,Moderate_Front,Mesotrophic,31.03251075744629,0.7406126689982309,0.5748383267440086,0.27638737857341766,3.271265034546367,0.08605774511631009,
2014-08-01,-91.36006505,26.95908985,101197,1,213,31.829999923706055,0.34753620624542236,0.7068633719033496,,AQUA_MODIS.20140801.L3m.DAY.SST.sst.4km.nc,0.19935932677469137,,0.0,31,8,22,303.7537837122402,11.143126162134754,Warm_Water,High_Front,Eutrophic,30.95993423461914,0.8422313803263646,0.5790596660362443,0.3064076254765193,4.200075154175273,0.3003169525572248,
2014-08-02,-91.16353238,27.07810392,101197,2,214,30.14861297607422,0.3549499213695526,0.5377114617429483,,AQUA_MODIS.20140802.L3m.DAY.SST.sst.4km.nc,0.19879710005144033,,0.0,31,8,23,327.2941337895979,23.540350077357665,Warm_Water,High_Front,Eutrophic,31.119537353515625,0.870428504642403,0.5767694787887188,0.3457447091738383,2.5186882065434375,0.13116504239682347,
2014-08-03,-90.71036855,27.18429812,101197,3,215,31.3799991607666,0.3347479999065399,0.4857336027198584,,AQUA_MODIS.20140803.L3m.DAY.SST.sst.4km.nc,0.19265670546124827,,0.0,31,8,24,373.6675711024608,46.373437312862876,Warm_Water,High_Front,Mesotrophic,29.799537022908527,1.7808469663327433,0.5125189035510143,0.48327942689259845,3.7500743912358203,0.0791871833737336,
2014-08-04,-90.24645611,27.24108563,101197,4,216,27.869998931884766,0.7601403594017029,0.5141116461902362,,AQUA_MODIS.20140804.L3m.DAY.SST.sst.4km.nc,0.19717557763203017,,0.0,32,8,25,419.97514304454074,46.30757194207997,Moderate_Water,High_Front,Eutrophic,29.851845423380535,1.7984446719419442,0.4888785063766477,0.4326864182949066,0.24007416235398438,0.1075652268441114,
2014-08-05,-89.87745359,27.27603893,101197,5,217,30.305538177490234,0.20317089557647705,0.46679027021984865,,AQUA_MODIS.20140805.L3m.DAY.SST.sst.4km.nc,0.19476669667352536,,0.0,32,8,26,456.6562576952875,36.68111465074674,Warm_Water,Moderate_Front,Mesotrophic,29.978551864624023,1.965565458082106,0.5109703664317672,0.45115838448206586,2.675613407959453,0.06024385087372386,
2014-08-06,-89.68289606,27.30330102,101197,6,218,31.76011848449707,0.3901638984680176,0.5520091828852167,,AQUA_MODIS.20140806.L3m.DAY.SST.sst.4km.nc,0.191959903335048,,0.0,32,8,27,476.1197382403995,19.46348054511201,Warm_Water,High_Front,Eutrophic,30.94036928812663,0.7447126903757478,0.5134193993308912,0.3005198339621226,4.130193714966289,0.14546276353909193,
2014-08-07,-89.63736488,27.54954533,101197,7,219,30.755451202392578,0.30822470784187317,0.5214587448876083,,AQUA_MODIS.20140807.L3m.DAY.SST.sst.4km.nc,0.20402635781035666,,0.0,32,8,28,503.86716523209896,27.747426991699456,Warm_Water,High_Front,Eutrophic,29.411285582317547,3.2374399841485175,0.5085272058080087,0.3491943031549454,3.125526432861797,0.11491232554148356,
2014-08-08,-89.60333253,27.76734743,101197,8,220,25.71828706006299,,0.4521136896512013,,,0.0,,0.0,32,8,29,528.3164954319873,24.44933019988835,Cool_Water,Unknown,Mesotrophic,27.495922419197424,2.8267051030127917,0.4930400498194862,0.30822470784187317,-1.91163770946779,0.04556727030507651,
2014-08-09,-89.4078891,28.01716994,101197,9,221,26.014028995136698,,0.5055477149196488,,,0.0,,0.0,32,8,30,562.0893431297111,33.77284769772383,Cool_Water,Unknown,Eutrophic,25.87595127178801,0.1488406729878538,0.47256264367659506,,-1.6158957743940832,0.099001295573524,
2014-08-10,-89.10191209,28.06295597,101197,10,222,25.895537760164338,,0.46002652645893516,,,0.0,,0.0,32,8,31,592.547284340587,30.45794121087593,Cool_Water,Unknown,Mesotrophic,25.844096077848263,0.2006616012192361,0.44968960937959507,,-1.7343870093664435,0.05348010711281037,
2014-08-11,-88.76606504,28.10580869,101197,11,223,25.622721478243747,,0.3834945867602014,,,0.0,,0.0,33,8,32,625.8374278502572,33.29014350967017,Cool_Water,Unknown,Mesotrophic,25.803321106763175,0.15641561187526842,0.42934981649197973,,-2.007203291287034,-0.023051832585923415,
2014-08-12,-88.8364213,28.16188475,101197,12,224,25.891704081881432,,0.44452833625680255,,,0.0,,0.0,33,8,33,635.1366265094816,9.299198659224393,Cool_Water,Unknown,Mesotrophic,25.769277165011932,0.13610495368482817,0.4194603059120381,,-1.7382206876493491,0.03798191691067776,
2014-08-13,-88.84226524,28.19585024,101197,13,225,25.793405934910616,,0.4303579947191103,,,0.0,,0.0,33,8,34,638.956605873626,3.8199793641443613,Cool_Water,Unknown,Mesotrophic,25.960586453051892,0.21026149720557918,0.4611109791939612,,-1.8365188346201649,0.023811575372985505,
2014-08-14,-88.85892025,28.22285399,101197,14,226,26.196649342363628,,0.5084466066059709,,,0.0,,0.0,33,8,35,642.374130764416,3.4175248907900135,Cool_Water,Unknown,Eutrophic,25.881977350672837,0.28105589166571215,0.44782711840451667,,-1.4332754271671533,0.10190018725984606,
2014-08-15,-88.8054294,28.2040833,101197,15,227,25.655876774744257,,0.40467675388846897,,,0.0,,0.0,33,8,36,648.0156878972955,5.641557132879514,Cool_Water,Unknown,Mesotrophic,25.776671674915008,0.3744883024200455,0.42170314905470124,,-1.974047994786524,-0.0018696654576558225,
2014-08-16,-88.57821228,28.17853222,101197,16,228,25.47748890763714,,0.351986086669664,,,0.0,,0.0,33,8,37,670.464487319541,22.448799422245518,Cool_Water,Unknown,Mesotrophic,25.610115103566688,0.11668179818656706,0.3811783843691634,,-2.1524358618936397,-0.054560332676460765,
2014-08-17,-88.34087768,28.36265773,101197,17,229,25.696979628318676,,0.3868723125493571,,,0.0,,0.0,33,8,38,701.438564457768,30.974077138227013,Cool_Water,Unknown,Mesotrophic,25.691934625490955,0.21196824928844402,0.38585089862030947,,-1.9329451412121053,-0.019674106796767676,
2014-08-18,-88.16184165,28.47267571,101197,18,230,25.90133534051705,,0.4186942966419073,,,0.0,,0.0,34,8,39,722.7979445120103,21.35938005424225,Cool_Water,Unknown,Mesotrophic,25.817634766774148,0.10707261165607,0.4059505672765294,,-1.7285894290137307,0.012147877295782539,
2014-08-19,-88.1239981,28.52331896,101197,19,231,25.854589331486714,,0.41228509263832375,,,0.0,,0.0,34,8,40,729.534967775924,6.7370232639137155,Cool_Water,Unknown,Mesotrophic,25.88334866417318,0.025166146577834565,0.4188949677965834,,-1.775335438044067,0.005738673292198959,
2014-08-20,-88.17466234,28.5397246,101197,20,232,25.89412132051577,,0.4257055141095192,,,0.0,,0.0,34,8,41,734.8098754245567,5.274907648632707,Cool_Water,Unknown,Mesotrophic,25.789881613740665,0.14764185967537002,0.40753401279975027,,-1.7358034490150125,0.01915909476339439,
